Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,Material_Involved_Clean,Movement_Type_Clean,has_history_date,event_year,slope_deg,rainfall_mm,soil_moisture_mm,label
1168,AR/CHNG/92A07/2022/068,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.460656,96.412177,Debris,Slide,Debris,Slide,0,,10.33,14.19393443,0.485829952,1
1137,AR/WKG/83A03/2021/037,Arunachal Pradesh,West Kameng,Dirang Town Baptist Church Slide 1,Dirang-Rungkhung Road Section,27.367611,92.2415,Debris,Slide,Debris,Slide,0,,1.39,19.00180328,0.416310861,1
1138,AR/WKG/83A03/2021/038,Arunachal Pradesh,West Kameng,Dirang Town Baptist Church Slide 2,Dirang-Rungkhung Road Section,27.368333,92.241583,Debris,Slide,Debris,Slide,0,,1.8,19.00180328,0.416310861,1
1139,AP/EK/83E04/2021/41,Arunachal Pradesh,East Kameng,Patiwa Village slide-2,NH-38,27.391639,93.011861,Debris,Slide,Debris,Slide,0,,7.52,15.14401639,0.407394775,1
1140,AR/WKG/83A03/2021/024,Arunachal Pradesh,West Kameng,NH 13 Slide 21,NH 13/ W of Milumkang,27.394306,92.157333,Rock,Slide,Rock,Slide,0,,26.91,19.00180328,0.416310861,1
1141,AR/WKG/83A03/2021/023,Arunachal Pradesh,West Kameng,NH 13 Slide 20,NH 13/ W of Milumkang,27.395444,92.164167,Debris,Slide,Debris,Slide,0,,10.33,19.00180328,0.416310861,1
1142,AR/WKG/83A03/2021/022,Arunachal Pradesh,West Kameng,NH 13 Slide 19,NH 13/ W of Milumkang,27.396722,92.163861,Rock,Slide,Rock,Slide,0,,6.56,19.00180328,0.416310861,1
1143,AR/WKG/83A03/2021/025,Arunachal Pradesh,West Kameng,NH 13 Slide 22,NH 13/ NW of Milumkang,27.403722,92.141056,Debris,Slide,Debris,Slide,0,,32.31,19.00180328,0.416310861,1
1144,AR/WKG/83A03/2021/032,Arunachal Pradesh,West Kameng,NH 13 Slide 29,NH 13/ S of Nyakmadung,27.405861,92.133778,Debris,Slide,Debris,Slide,0,,16.56,19.00180328,0.416310861,1
1145,AR/WKG/83A07/2021/033,Arunachal Pradesh,West Kameng,NH 13 Slide 30,NH 13/ S of Nyakmadung,27.409778,92.132167,Soil,Slide,Soil,Slide,0,,14.6,19.00180328,0.416310861,1
1146,AP/EK/83E03/2021/42,Arunachal Pradesh,East Kameng,Patiwa Village slide-3,NH-39,27.411944,93.010528,Debris,Slide,Debris,Slide,0,,1.6,15.14401639,0.407394775,1
1147,AP/EK/83E03/2021/43,Arunachal Pradesh,East Kameng,Rang Village slide-1,NH-39,27.411944,93.010528,Debris,Slide,Debris,Slide,0,,1.6,15.14401639,0.407394775,1
1148,AP/EK/83E03/2021/01,Arunachal Pradesh,East Kameng,North Seppa slide-1,North Seppa,27.420722,93.011083,Earth,Slide,Earth,Slide,0,,0.87,15.14401639,0.407394775,1
1149,AP/EK/83E03/2021/05,Arunachal Pradesh,East Kameng,North Seppa slide-5,North Seppa,27.421139,93.017611,Debris,Slide,Debris,Slide,0,,8.98,15.14401639,0.407394775,1
1150,AP/EK/83E03/2021/04,Arunachal Pradesh,East Kameng,North Seppa slide-4,North Seppa,27.422111,93.014639,Soil,Slide,Soil,Slide,0,,9.24,15.14401639,0.407394775,1
1151,AP/EK/83E03/2021/44,Arunachal Pradesh,East Kameng,Rang Village slide-2,"NH-31, Patiwa Village",27.423722,93.007583,Rock,Fall,Rock,Fall,0,,0.62,15.14401639,0.407394775,1
1184,AR/EK/ 83A14/2020-21/25,Arunachal Pradesh,East Kameng,Bameng-Tayung road section slide-1,Bameng-Tayung Road,27.5335,92.964861,Rock,Slide,Rock,Slide,0,,15.66,15.14401639,0.407394775,1
1153,AR/WKG/83A03/2021/026,Arunachal Pradesh,West Kameng,NH 13 Slide 23,NH 13/ NW of Milumkang,27.433056,92.123583,Soil,Slide,Soil,Slide,0,,14.89,19.00180328,0.416310861,1
1154,AP/EK/83E03/2021/13,Arunachal Pradesh,East Kameng,NH-31 slide-4,NH-32,27.436722,93.003639,Debris,Slide,Debris,Slide,0,,4.52,15.14401639,0.407394775,1
1155,AP/EK/83E03/2021/07,Arunachal Pradesh,East Kameng,North Seppa slide-7,North Seppa,27.437333,93.029667,Soil,Slide,Soil,Slide,0,,2.52,15.14401639,0.407394775,1
1156,AP/EK/83E03/2021/02,Arunachal Pradesh,East Kameng,North Seppa slide-2,North Seppa,27.441028,93.020389,Soil/Earth,Slide,Earth cum Soil,Slide,0,,0.93,15.14401639,0.407394775,1
1157,AR/WKG/83A03/2021/027,Arunachal Pradesh,West Kameng,NH 13 Slide 24,NH 13/ S of Shomtsher,27.441361,92.117417,Debris,Slide,Debris,Slide,0,,19.12,19.00180328,0.416310861,1
1158,AP/EK/83E03/2021/03,Arunachal Pradesh,East Kameng,North Seppa slide-3,North Seppa,27.441694,93.021472,Debris,Slide,Debris,Slide,0,,0.77,15.14401639,0.407394775,1
1159,AR/CHNG/92A07/2022/072,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.447181,96.439865,Debris,Slide,Debris,Slide,0,,4.98,14.19393443,0.485829952,1
1160,AR/CHNG/92A07/2022/073,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.449807,96.444466,Debris,Slide,Debris,Slide,0,,5.59,14.19393443,0.485829952,1
1161,AR/US/82P04/2022/036,Arunachal Pradesh,Upper Siang,North of Damro-Gingkong Slide 2,Pasighat-yingkiong road,27.452833,95.239,Debris,slide,Debris,Slide,0,,0.1,17.53991803,0.40713627,1
1162,AR/CHNG/92A07/2022/074,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.453197,96.444944,Debris,Slide,Debris,Slide,0,,1.03,14.19393443,0.485829952,1
1163,AR/CHNG/92A07/2022/071,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.455222,96.440908,Debris,Slide,Debris,Slide,0,,7.83,14.19393443,0.485829952,1
1164,AR/WKG/83A03/2021/028,Arunachal Pradesh,West Kameng,NH 13 Slide 25,NH 13/ NE of Senge,27.456278,92.109556,Debris,Slide,Debris,Slide,0,,15.42,19.00180328,0.416310861,1
1165,AR/CHNG/92A07/2022/070,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.458768,96.440093,Debris,Slide,Debris,Slide,0,,10.73,14.19393443,0.485829952,1
1166,AR/US/82P04/2022/035,Arunachal Pradesh,Upper Siang,North of Damro-Gingkong Slide 1,Pasighat-yingkiong road,27.459167,95.233639,Rock,Slide,Rock,Slide,0,,0.15,17.53991803,0.40713627,1
1167,AP/WK/83E12/2008/A-12,Arunachal Pradesh,West Kameng,Slide on Dirang -Tawang road,Unknown,27.460278,92.110278,Rock,Fall,Rock,Fall,1,2008,5.85,11.76639344,0.417314208,1
1200,AR/EK/ 83A14/2020-21/21,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-6,Pakke-Bameng Road,27.555194,92.966222,Rock,Slide,Rock,Slide,0,,13.44,15.14401639,0.407394775,1
1169,AR/CHNG/92A07/2022/069,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.460731,96.41975,Soil,Slide,Soil,Slide,0,,12.95,14.19393443,0.485829952,1
1170,AR/CHNG/92A07/2022/067,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.466137,96.407194,Debris,Slide,Debris,Slide,0,,0.21,14.19393443,0.485829952,1
1171,AR/CHNG/92A07/2022/066,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.467849,96.409616,Debris,Slide,Debris,Slide,0,,8.38,14.19393443,0.485829952,1
1172,AR/CHNG/92A07/2022/065,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.470221,96.407798,Rock,Fall,Rock,Fall,0,,10.53,14.19393443,0.485829952,1
1173,AR/CHNG/92A07/2022/064,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.474408,96.408773,Debris,Slide,Debris,Slide,0,,8.83,14.19393443,0.485829952,1
1174,AR/CHNG/92A07/2022/063,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.476285,96.40896,Debris,Slide,Debris,Slide,0,,4.16,14.19393443,0.485829952,1
1175,AR/CHNG/92A07/2022/062,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.476614,96.408544,Rock,Fall,Rock,Fall,0,,4.16,14.19393443,0.485829952,1
1176,AR/CHNG/92A07/2022/061,Arunachal Pradesh,Changlang,"Deban, Namdapha Natonal Park",Miao-Vijyanagar road,27.479141,96.403435,Debris,Slide,Debris,Slide,0,,5.85,14.19393443,0.485829952,1
1177,AR/WKG/83A03/2021/029,Arunachal Pradesh,West Kameng,NH 13 Slide 26,NH 13/ N of Ngotengnang,27.483667,92.10925,Rock,Slide,Rock,Slide,0,,7.62,19.00180328,0.416310861,1
1178,AR/WKG/83A03/2021/030,Arunachal Pradesh,West Kameng,NH 13 Slide 27,NH 13/ NW of Kalobtse Mani,27.496333,92.104333,Rock,Slide,Rock,Slide,0,,0.57,19.00180328,0.416310861,1
1179,AR/WKG/83A03/2021/031,Arunachal Pradesh,West Kameng,NH 13 Slide 28,NH 13/ NW of Kalobtse Mani,27.497222,92.104667,Debris,Slide,Debris,Slide,0,,2.06,19.00180328,0.416310861,1
1180,AP/WK/78M14/2008/A-13,Arunachal Pradesh,West Kameng,Slide at 5 km SE from Tawang,Unknown,27.512278,91.875556,Unknown,Flow,Unknown,Flow,1,2008,12.66,11.76639344,0.420234973,1
1181,AR/EK/ 83A14/2020-21/01,Arunachal Pradesh,East Kameng,Pakke road section slide-1,Pachhi-Pakke road section,27.520111,92.997139,Rock,Slide,Rock,Slide,0,,14.94,15.14401639,0.407394775,1
1182,AR/EK/ 83A14/2020-21/10,Arunachal Pradesh,East Kameng,Pakke road section slide-8,Pachhi-Pakke road section,27.521083,92.995444,Debris,Slide,Debris,Slide,0,,14.41,15.14401639,0.407394775,1
1183,AR/EK/ 83A14/2020-21/26,Arunachal Pradesh,East Kameng,Bameng-Tayung road section slide-2,Bameng-Tayung Road,27.530556,92.959167,Rock,Slide,Rock,Slide,0,,5.85,15.14401639,0.407394775,1
1215,AR/PP/83E/12/2018/04,Arunachal Pradesh,Papum Pare,Donyi-Ruchi,"Circular road, Ganga market-
Jollang circular",27.08155,93.61438,Debris/unconsolidat ed material,Debris slide,Debris,Slide,0,,2.26,15.31327869,0.492465437,1
1216,AR/83E/12/2021/05,Arunachal Pradesh,Papum Pare,Sanki-I,Mow2-Senkiview road section,27.10375,93.61529,Debris,Debris slide,Debris,Slide,0,,8.58,15.31327869,0.492465437,1
1185,AR/EK/ 83A14/2020-21/30,Arunachal Pradesh,East Kameng,Lengri-Riang road section slide-1,Lengri Riang road from Bameng,27.535806,92.930667,Debris,Slide,Debris,Slide,0,,6.46,15.14401639,0.407394775,1
1186,AR/EK/ 83A14/2020-21/02,Arunachal Pradesh,East Kameng,Pakke road section slide-2,Pachhi-Pakke road section,27.538778,92.988139,Debris,Slide,Debris,Slide,0,,13.78,15.14401639,0.407394775,1
1187,AR/EK/ 83A14/2020-21/09,Arunachal Pradesh,East Kameng,Pakke road section slide-7,Pachhi-Pakke road section,27.539694,92.991306,Rock,Fall,Rock,Fall,0,,16.65,15.14401639,0.407394775,1
1189,AR/EK/ 83A14/2020-21/29,Arunachal Pradesh,East Kameng,Bameng road section slide-3,Bameng road,27.542083,92.946,Debris,Slide,Debris,Slide,0,,1.85,15.14401639,0.407394775,1
1190,AR/EK/ 83A14/2020-21/28,Arunachal Pradesh,East Kameng,Bameng road section slide-2,Bameng road,27.542389,92.946306,Rock,Slide,Rock,Slide,0,,1.85,15.14401639,0.407394775,1
1191,AR/EK/ 83A14/2020-21/16,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-1,Pakke-Bameng Road,27.542639,92.954417,Rock,Slide,Rock,Slide,0,,16.32,15.14401639,0.407394775,1
1192,AR/EK/ 83A14/2020-21/17,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-2,Pakke-Bameng Road,27.543472,92.95525,Debris,Slide,Debris,Slide,0,,17.78,15.14401639,0.407394775,1
1193,AR/EK/ 83A14/2020-21/08,Arunachal Pradesh,East Kameng,Pakke road section slide-6,Pachhi-Pakke road section,27.543778,92.982806,Debris,Slide,Debris,Slide,0,,14.26,15.14401639,0.407394775,1
1194,AR/EK/ 83A14/2020-21/18,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-3,Pakke-Bameng Road,27.544667,92.958806,Debris,Slide,Debris,Slide,0,,19.03,15.14401639,0.407394775,1
1195,AR/EK/ 83A14/2020-21/03,Arunachal Pradesh,East Kameng,Pakke road section slide-3,Pachhi-Pakke road section,27.546278,92.981472,Rock,Slide,Rock,Slide,0,,10.93,15.14401639,0.407394775,1
1196,AR/EK/ 83A14/2020-21/04,Arunachal Pradesh,East Kameng,Pakke road section slide-4,Pachhi-Pakke road section,27.549389,92.979028,Rock,Slide,Rock,Slide,0,,0.41,15.14401639,0.407394775,1
1197,AR/EK/ 83A14/2020-21/19,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-4,Pakke-Bameng Road,27.550389,92.964861,Debris,Slide,Debris,Slide,0,,12.95,15.14401639,0.407394775,1
1198,AR/EK/ 83A14/2020-21/20,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-5,Pakke-Bameng Road,27.552639,92.965861,Rock,Slide,Rock,Slide,0,,14.6,15.14401639,0.407394775,1
1199,AR/EK/ 83A14/2020-21/05,Arunachal Pradesh,East Kameng,Pakke road section slide-5,Pachhi-Pakke road section,27.553611,92.975583,Rock,Fall,Rock,Fall,0,,2.88,15.14401639,0.407394775,1
1227,AR/EK/ 83A14/2020-21/12,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-2,Pakke-Bameng road section,27.566131,92.973072,Debris,Slide,Debris,Slide,0,,15.85,15.14401639,0.407394775,1
1228,AR/EK/ 83A14/2020-21/13,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-3,Pakke-Bameng road section,27.566611,92.967639,Debris,Slide,Debris,Slide,0,,16.94,15.14401639,0.407394775,1
1229,AR/EK/ 83A14/2020-21/06,Arunachal Pradesh,East Kameng,"Pachi-Chayang Tajo road section slide-
1","Pachi-Chayang Tajo road
section",27.568028,92.993944,Rock,Slide,Rock,Slide,0,,5.59,15.14401639,0.407394775,1
1230,AR/EK/ 83A14/2020-21/14,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-4,Pakke-Bameng road section,27.568778,92.966583,Debris,Slide,Debris,Slide,0,,19.54,15.14401639,0.407394775,1
1231,AR/EK/ 83A14/2020-21/15,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-5,Pakke-Bameng road section,27.571111,92.965556,Rock,Slide,Rock,Slide,0,,23.15,15.14401639,0.407394775,1
1232,AR/EK/ 83A14/2020-21/07,Arunachal Pradesh,East Kameng,"Pachi-Chayang Tajo road section slide-
2","Pachi-Chayang Tajo road
section",27.574306,92.999556,Debris,Slide,Debris,Slide,0,,9.03,15.14401639,0.407394775,1
1201,AR/EK/ 83A14/2020-21/24,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-9,Pakke-Bameng Road,27.555389,92.960778,Debris,Slide,Debris,Slide,0,,2.98,15.14401639,0.407394775,1
1202,AR/EK/ 83A14/2020-21/22,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-7,Pakke-Bameng Road,27.555583,92.963028,Rock,Slide,Rock,Slide,0,,2.88,15.14401639,0.407394775,1
1203,AR/EK/ 83A14/2020-21/23,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-8,Pakke-Bameng Road,27.555611,92.962194,Debris,Slide,Debris,Slide,0,,2.67,15.14401639,0.407394775,1
1204,AR/KD/82E/10/2018/01,Arunachal Pradesh,Kra Daadi,Deed- New Palin,"State Highway, Deed to New
Palin road",27.5806,93.6348,Debris,Flow,Debris,Flow,0,,5.29,21.27295082,0.415996209,1
1205,AR/KP/83E16/2018/02,Arunachal Pradesh,Papum Pare,Yupia-Midpu,NH713A,27.1929,93.7802,Debris,Slide,Debris,Slide,0,,11.67,15.31327869,0.492465437,1
1206,AR/PP/83E12/2018/03,Arunachal Pradesh,Papum Pare,Itanagar-Naharlagun,National Highway 415,27.1076,93.6413,Debris and unconsolidated material,Debris flow and subsidence,Debris,Subsidence,0,,0.36,15.31327869,0.492465437,1
1207,Landslide No. 1,Arunachal Pradesh,Papum Pare,"NH-415, Kachcha Pahar, Gohpur
landslide",NH-415,27.07925,93.59430556,Soil and boulders,Mud flow,Soil cum Boulders,Flow,0,,0.67,15.31327869,0.492465437,1
1208,"Arn/ Papum Pare
/83E/12/2020/02",Arunachal Pradesh,Papum Pare,Tigdo Slide,"Yupia - Potin Road, about 4 km
from Doimukh town.",27.13469444,93.74347222,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),Debris cum Rock cum Soil,Flow,0,,0,15.31327869,0.492465437,1
1213,AR/83E/12/2021/2,Arunachal Pradesh,Papum Pare,D-Sector,"NH415, Itanagar city",27.09589,93.62284,Debris/unconsolidat ed materials,Debris slide,Debris,Slide,0,,3.75,15.31327869,0.492465437,1
1214,AR/83E/12/2021/03,Arunachal Pradesh,Papum Pare,Chandranagar,"NH415, Chandranagar, Itanagar",27.083117,93.601735,Debris and unconsolidated material,Debris slide,Debris,Slide,0,,0.1,15.31327869,0.492465437,1
1236,AR/WKG/78M14/2021/002,Arunachal Pradesh,Tawang,Four Bridge Camp Slide,NH 13,27.583611,91.973056,Debris,Slide,Debris,Slide,0,,30.09,10.39622951,0.407207821,1
1240,"ARN/TWNG/787M14/2016/002
1",Arunachal Pradesh,Tawang,Khremithang slide,Unknown,27.586694,91.871444,Unknown,Slide,Unknown,Slide,1,2016,10.19,15.75081967,0.417831626,1
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,Unknown,27.587417,91.886944,Debris,Slide,Debris,Slide,1,2016,5.08,12.47786885,0.419771175,1
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,Unknown,27.587417,91.886944,Unknown,Slide,Unknown,Slide,1,2016,5.08,12.47786885,0.419771175,1
1243,ARN/TWNG/78M14/2016/0016,Arunachal Pradesh,Tawang,Bomdir Supply Slide (Army),Unknown,27.587611,91.894167,Debris,Slide,Debris,Slide,1,2016,1.96,12.47786885,0.419771175,1
1245,ARN/TWNG/78M14/2016/0019,Arunachal Pradesh,Tawang,Thongleng Slide,Unknown,27.58925,91.795667,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,33.22,15.75081967,0.417831626,1
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,Unknown,27.589417,91.861444,Unknown,Slide,Unknown,Slide,1,2016,11.28,15.75081967,0.417831626,1
1247,ARN/TWNG/78M14/2016/0007,Arunachal Pradesh,Tawang,"Nyungmadung Slide near 4, 55 Bn.
ITBP camp",Unknown,27.589889,91.881194,Unknown,Slide,Unknown,Slide,1,2016,4.37,12.47786885,0.417831626,1
1217,AR/83E/12/2018/06,Arunachal Pradesh,Papum Pare,Sanki-II,MowII-Senkicircular road,27.10215,93.61371,Debris/unconsolidat ed material,Debris slide,Debris,Slide,0,,6.25,15.31327869,0.492465437,1
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,Unknown,27.58741667,91.88694444,Debris,Slide,Debris,Slide,1,2016,5.08,12.47786885,0.419771175,1
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,Unknown,27.58741667,91.88694444,Earth / soil,Slide,Earth cum Soil,Slide,1,2016,5.08,12.47786885,0.419771175,1
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,Unknown,27.59152778,91.88044444,Earth / soil,Flows,Earth cum Soil,Flow,1,2016,2.47,12.47786885,0.417831626,1
1222,ARN/TWG/KHT/2016-17/20,Arunachal Pradesh,Tawang,Khangteng Slide,Unknown,27.50994444,91.85486111,Earth,Slide,Earth,Slide,1,2016,14.79,15.75081967,0.419757855,1
1224,AR/EK/ 83A14/2020-21/31,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-10,"Pakke-Bameng road, east of
Tara village",27.561111,92.965278,Rock,Slide,Rock,Slide,0,,4.52,15.14401639,0.407394775,1
1225,AR/EK/ 83A14/2020-21/32,Arunachal Pradesh,East Kameng,"Pakke-Chayang Tajo road section slide-
3",Pakke-Chayang Tajo road,27.562917,92.983139,Debris,Slide,Debris,Slide,0,,9.08,15.14401639,0.407394775,1
1226,AR/EK/ 83A14/2020-21/11,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-1,Pakke-Bameng road section,27.563167,92.975139,Rock,Slide,Rock,Slide,0,,16.61,15.14401639,0.407394775,1
1252,AR/WKG/78M14/2021/001,Arunachal Pradesh,Tawang,NH 13 Slide 34,NH 13/ S of Jangda,27.591417,91.973083,Soil,Slide,Soil,Slide,0,,12.12,10.39622951,0.407207821,1
1253,ARN/TWNG/78M14/2016/0006,Arunachal Pradesh,Tawang,Nyungmadung Slide,Unknown,27.591528,91.880444,Unknown,Flow,Unknown,Flow,1,2016,2.47,12.47786885,0.417831626,1
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,Unknown,27.591806,91.865028,Unknown,Fall,Unknown,Fall,1,2016,9.34,15.75081967,0.417831626,1
1255,ARN/TWNG/78M14/2016/0009,Arunachal Pradesh,Tawang,Rubrang Slide,Unknown,27.591833,91.865056,Debris,Flow,Debris,Flow,1,2016,9.34,15.75081967,0.417831626,1
1256,ARN/TWNG/78M14/2016/0011,Arunachal Pradesh,Tawang,Topon Colony slide,Unknown,27.592639,91.867528,Unknown,Slide,Unknown,Slide,1,2016,10.09,15.75081967,0.417831626,1
1257,ARN/TWNG/78M14/2016/0012,Arunachal Pradesh,Tawang,Rubray (Shyo) Slide,Unknown,27.592667,91.866222,Debris,Flow,Debris,Flow,1,2016,10.14,15.75081967,0.414468238,1
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,Unknown,27.593139,91.873889,Unknown,Slide,Unknown,Slide,1,2016,2.26,15.75081967,0.414468238,1
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,Unknown,27.593361,91.879444,Unknown,Subsidence,Unknown,Subsidence,1,2016,2.83,12.47786885,0.417831626,1
1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,"Duda Slide (District Urban
Development Authority Colony)",Unknown,27.594833,91.866417,Debris,Slide,Debris,Slide,1,2016,10.33,15.75081967,0.414468238,1
1261,ARN/TWNG/78M14/2016/0014,Arunachal Pradesh,Tawang,MG Road slide,Unknown,27.594861,91.866444,Unknown,Fall,Unknown,Fall,1,2016,10.33,15.75081967,0.414468238,1
1262,ARN/TWNG/78M14/2016/0003,Arunachal Pradesh,Tawang,Shyinteng slide,Unknown,27.595167,91.895444,Debris,Slide,Debris,Slide,1,2016,14.7,12.47786885,0.419771175,1
1263,ARN/TWNG/78M14/2016/0005,Arunachal Pradesh,Tawang,Khinmai Monastery slide,Unknown,27.596278,91.894333,Debris,Slide,Debris,Slide,1,2016,9.74,12.47786885,0.419771175,1
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,Unknown,27.596639,91.878972,Debris,Slide,Debris,Slide,1,2016,4.78,12.47786885,0.417831626,1
1233,AR/WKG/78M14/2021/003,Arunachal Pradesh,Tawang,NH 13 Slide 35,NH 13,27.576806,91.993444,Debris,Slide,Debris,Slide,0,,10.83,10.39622951,0.407207821,1
1234,ARN/TWNG/78M14/2016/0018,Arunachal Pradesh,Tawang,Dumgin Road sinking,Unknown,27.579,91.868639,Unknown,Subsidence,Unknown,Subsidence,1,2016,6.91,15.75081967,0.419771175,1
1235,AR/TAW/78M14/2014/22,Arunachal Pradesh,Tawang,Unknown,NH-13,27.58006,91.97728,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2013,5.69,10.32540984,0.417162568,1
1296,AP/KD/83E09/2021/42,Arunachal Pradesh,Kra Daadi,Near Dabo slide 2,Near Dabo,27.758806,93.609167,Debris,Slide,Debris,Slide,0,,13.49,21.27295082,0.415996209,1
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,Unknown,27.596639,91.878972,Debris,Slide,Debris,Slide,1,2016,4.78,12.47786885,0.417831626,1
1268,AP/LSB/83E14/2021/35,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 2,Ziro-Raga,27.62225,93.840778,Debris,Slide,Debris,Slide,0,,5.08,16.43934426,0.418713593,1
1269,AP/LSB/83E14/2021/34,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 1,Ziro-Raga,27.622972,93.841361,Debris,Slide,Debris,Slide,0,,6.46,16.43934426,0.418713593,1
1270,AP/KRA/83E10/2021/33,Arunachal Pradesh,Kra Daadi,Palin Road slide 2,Palin Road,27.637611,93.637722,Debris,Slide,Debris,Slide,0,,8.18,21.27295082,0.415996209,1
1271,AP/LSB/83E14/2021/36,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 3,Ziro-Raga,27.63825,93.857583,Debris,Slide,Debris,Slide,0,,12.46,16.43934426,0.418713593,1
1272,AP/LSB/83E14/2021/37,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 4,Ziro-Raga,27.649194,93.874,Debris,Slide,Debris,Slide,0,,13.68,16.43934426,0.418713593,1
1273,AP/KRA/83E10/2021/32,Arunachal Pradesh,Kra Daadi,Palin Road slide 1,Palin Road,27.652167,93.632417,Debris,Slide,Debris,Slide,0,,0.51,21.27295082,0.415996209,1
1274,AP/LSB/83E14/2021/38,Arunachal Pradesh,Lower Subansiri,13 km North of Ziro,North of Ziro,27.656,93.877472,Soil,Slide,Soil,Slide,0,,13.1,16.43934426,0.418713593,1
1275,AP/WSG/83I09/2021/118,Arunachal Pradesh,West Siang,Likabali petrol pump slide,Likabali petrol pump,27.662194,94.702667,Debris,Slide,Debris,Slide,0,,14.55,18.93540984,0.409689037,1
1276,AP/WSG/83I09/2021/117,Arunachal Pradesh,West Siang,Likabali road slide 3,Likabali road,27.664972,94.693861,Debris,Slide,Debris,Slide,0,,10.24,18.93540984,0.409689037,1
1277,AP/LSB/83E14/2021/40,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 2,Ziro-Raga,27.665417,93.892222,Debris,Slide,Debris,Slide,0,,0.31,16.43934426,0.418713593,1
1278,AP/LSB/83E14/2021/39,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 1,Ziro-Raga,27.666556,93.891861,Debris,Slide,Debris,Slide,0,,4.78,16.43934426,0.418713593,1
1279,AP/KRA/83E10/2021/31,Arunachal Pradesh,Kra Daadi,Palin-Yazuli road slide,Palin-Yazuli road,27.668278,93.629472,Debris,Slide,Debris,Slide,0,,4.26,21.27295082,0.415996209,1
1280,AP/KRA/83E10/2021/30,Arunachal Pradesh,Kra Daadi,Potin-Ziro road slide,Potin-Ziro road,27.668611,93.63,Debris,Slide,Debris,Slide,0,,4.78,21.27295082,0.415996209,1
